18.6275910007,74.1238166371
18.5789077781,74.0751334145
18.3809235704,73.8771492068
18.4747316197,73.9709572561
18.8253330627,74.3215586991
19.2439646567,74.7401902931
18.8092613205,74.3054869569
19.2307756542,74.7270012906
18.8691976768,74.3654233132
18.3035412791,73.7997669155
18.3811815924,73.8774072288
19.0478821506,74.544107787
18.7220065206,74.218232157
18.8180517243,74.3142773607
19.2119776762,74.7082033126
18.5817524597,74.0779780961
18.7064021356,74.202627772
19.2483844886,74.744610125
19.0372768378,74.5335024742
18.8221109449,74.3183365813
18.4481128082,73.9443384446
18.7970866664,74.2933123028
18.5665593889,74.0627850253
19.2302317612,74.7264573976
18.9221262897,74.4183519261
19.2637055887,74.7599312251
18.8675348098,74.3637604462
18.5064271309,74.0026527673
18.8290478492,74.3252734856
18.4892283387,73.9854539751
19.0212517916,74.517477428
18.5664102461,74.0626358825
18.8659663077,74.3621919441
18.949164812,74.4453904484
18.3731528893,73.8693785257
18.5242007426,74.020426379
18.6342865811,74.1305122175
19.2740856574,74.7703112938
19.0371111336,74.53333677
18.3174015101,73.8136271465
18.5171880133,74.0134136497
18.8526331018,74.3488587382
18.9260512694,74.4222769058
18.6580154242,74.1542410606
18.5033871869,73.9996128233
18.503398714,73.9996243504
18.4817330878,73.9779587242
18.80020796,74.2964335964
18.6742713753,74.1704970117
18.968248101,74.4644737374
19.1274687964,74.6236944328
19.2848011227,74.7810267591
18.8426261163,74.3388517527
19.2858260165,74.7820516529
19.2517007926,74.747926429
19.2397911203,74.7360167567
18.9144943519,74.4107199883
18.9767152658,74.4729409022
18.8813154676,74.377541104
18.5785198063,74.0747454427
18.6637613629,74.1599869993
18.3800490104,73.8762746468
18.4783049645,73.9745306009
18.4856951718,73.9819208082
19.248432016,74.7446576524
18.6490252355,74.1452508719
18.4581534937,73.9543791301
19.1491069484,74.6453325848
19.0256092399,74.5218348763
19.2914816607,74.7877072971
18.3983155199,73.8945411563
18.8731962255,74.3694218619
18.3737678812,73.8699935176
18.532282456,74.0285080924
18.3403242011,73.8365498375
18.5644805572,74.0607061936
18.5930278017,74.0892534381
19.0514173399,74.5476429763
19.1910912825,74.6873169189
18.6835180466,74.179743683
18.2963518164,73.7925774528
18.8812875608,74.3775131972
18.2950748329,73.7913004693
18.6112546906,74.107480327
19.2231952735,74.7194209099
19.1541275837,74.6503532201
19.0069462008,74.5031718372
18.6055278444,74.1017534808
19.1933941465,74.6896197829
19.173586575,74.6698122114
18.628260813,74.1244864494
19.261621246,74.7578468824
18.7119073306,74.208132967
18.8095094555,74.3057350919
18.9895259493,74.4857515857
18.4758705997,73.9720962361
18.8357469061,74.3319725425
18.8850946812,74.3813203176
19.1188575344,74.6150831708
