18.4987126264,73.8498628402
18.5085623522,73.7904344615
19.5349833046,72.9171870295
20.0247004861,72.9236522907
20.0246775677,72.9236173403
20.0246792866,72.9236219239
20.4899030746,72.9386420252
20.4899408898,72.9380885475
20.9098167488,73.0286537709
21.1268481883,72.9711768881
22.434932566,73.0873585032
22.7081729315,72.8230052935
23.2649812356,72.4638183213
23.3060463014,72.4360315636
23.3060033295,72.4361066212
23.5824631476,72.1351849223
23.6022416674,72.2783717799
23.857641831,72.1026981879
23.8944503898,72.3691283713
23.8937250246,72.3688401733
23.8936952308,72.3689599216
24.7791816246,73.5034958094
24.6169565093,73.985342836
24.6167880595,73.9855296204
24.8697164811,74.6164283054
24.8697267944,74.6164666936
25.0198229559,74.6374564472
25.0737583835,75.051196496
25.1214101776,75.7169608383
25.1178366369,75.7288692032
25.2124085575,75.8241876884
25.2122452643,75.8236376485
25.6051485394,75.4757138901
25.636905325,75.4627352392
26.1088837181,75.7439889992
26.2891140473,75.8938227458
26.7395858785,75.996612607
26.8992464325,76.3303367403
26.8992710697,76.3303831499
27.0961779226,76.2969430129
27.4001133821,76.3129314137
27.4042816536,76.3013966176
27.4031065161,76.3051168357
27.8016201987,76.2410383277
27.9934621004,76.3881751597
28.4448277465,76.6574999284
28.8815451412,76.627168663
28.8812546513,76.6274769146
29.1506848443,77.0379854787
29.4572983107,76.9706869451
29.4572885704,76.9706623079
30.1097453837,76.8715135966
30.1097992418,76.8715072941
30.6615626482,76.8323702329
30.6931630162,76.8140453083
30.6598747131,76.8202785214
30.6614927473,76.8323587737
30.6695279142,76.8573735592
30.6615030606,76.8323988808
30.6931727565,76.8140453083
30.6931842156,76.8140504649
30.7193426259,76.8017318619
30.7088397277,76.80287033
30.6615397299,76.8323622115
30.6696396411,76.8490988958
30.6694608781,76.8490771234
30.6675575107,76.8478853701
30.6609914088,76.8296721724
30.6614944662,76.8323255422
30.661511082,76.8323117912
30.661469256,76.8322373066
30.6337529722,76.8236601211
30.6337443778,76.8236217329
30.6614944662,76.8323868487
30.2033306701,76.8806872316
30.2002172148,76.8761287756
30.2033575992,76.8806637403
30.2038692509,76.8813071725
30.6615311355,76.8323622115
30.661511082,76.8323518982
30.79450272,76.9158955179
31.2292330953,76.7173288048
31.2292050204,76.7173018758
31.2398465745,76.7235683205
31.2800413167,76.7462568954
31.3337951165,76.7608667586
31.7040103896,76.9776638581
31.7040069519,76.9776690147
31.7043404136,77.0318021129
31.7043833855,77.0318639924
31.77120178,77.2013324463
32.1998358793,77.1880220525
32.2627896702,77.1882638409
32.2629225965,77.1882724353
32.2503375679,77.1901706461
32.2500396296,77.1903419606
32.3252426956,77.2016321035
32.3400662722,77.2168607616
32.3400760125,77.2168573238
32.3390045805,77.217308815
32.3390080182,77.2173105338
32.3505960994,77.2220672335
32.3505708893,77.2220437422
32.3627760465,77.2347370599
32.3644244475,77.2426072148
